OBJECTID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
6666,51087000014046,Health Department Henrico County,8600 Dixon Powers Dr,Richmond,VA,23228,(800) 533-4148,https://www.vdh.virginia.gov/,-77.51064293,37.62785632,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51087,Henrico County
6667,51087000076758,VDH Office of Licensure Certification Richmond,9960 Mayland Drive,Richmond,VA,23233,(800) 533-4148,https://www.vdh.virginia.gov/,-77.58027486,37.64012547,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51087,Henrico County
6668,51760000055884,VDH Misc Use UDR Building Cary St Parking Lot,400 E Cary St / Fourth & Cary Streets,Richmond,VA,23219,(800) 533-4148,https://www.vdh.virginia.gov/,-77.44085076,37.54044153,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51760,Richmond City
6669,51770000049793,Health Department Roanoke,1502 Williamson Road,Roanoke,VA,24012,(800) 533-4148,https://www.vdh.virginia.gov/,-79.9337907,37.28546029,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51770,Roanoke City
6670,51770000056161,VDH WIC Roanoke,414 9Th St Se,Roanoke,VA,24013,(800) 533-4148,https://www.vdh.virginia.gov/,-79.92891554,37.27036562,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51770,Roanoke City
6671,51067000018349,Health Department Franklin County,365 Pell Avenue,Rocky Mount,VA,24151-6344,(800) 533-4148,https://www.vdh.virginia.gov/,-79.88509218,37.00445537,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51067,Franklin County
6672,51031000005915,Health Department Campbell County,116 Kabler Lane,Rustburg,VA,24588,(800) 533-4148,https://www.vdh.virginia.gov/,-79.09956965,37.27554752,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51031,Campbell County
6673,51775000011134,Health Department Roanoke County-Salem,105 E. Calhoun St.,Salem,VA,24153,(800) 533-4148,https://www.vdh.virginia.gov/,-80.05599762,37.29246264,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51775,Salem City
6674,51119000005229,Health Department Middlesex County,2780 General Puller Hwy,Saluda,VA,23149,(800) 533-4148,https://www.vdh.virginia.gov/,-76.5633677,37.60183635,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51119,Middlesex County
6675,51093000011624,Health Department Isle Of Wight County,919 S. Church Street,Smithfield,VA,23430,(800) 533-4148,https://www.vdh.virginia.gov/,-76.61084314,36.97686712,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51093,Isle of Wight County
6676,51177000044667,Health Department Spotsylvania County,9104 Courthouse Road/Po Box 126,Spotsylvania,VA,22553,(800) 533-4148,https://www.vdh.virginia.gov/,-77.58936663,38.20206864,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51177,Spotsylvania County
6677,51179000040747,Health Department Stafford County,1300 Courthouse Road / Po Box 27,Stafford,VA,22555-0339,(800) 533-4148,https://www.vdh.virginia.gov/,-77.40904249,38.42316025,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51179,Stafford County
6678,51179000011606,Health Department Stafford County Environmental,1739 Richmond Hwy / Jefferson Davis Hwy,Stafford,VA,22554,(800) 533-4148,https://www.vdh.virginia.gov/,-77.42016959,38.40454923,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51179,Stafford County
6679,51079000006062,Health Department Greene County,50 Stanard Street,Stanardsville,VA,22973,(800) 533-4148,https://www.vdh.virginia.gov/,-78.44029244,38.29578686,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51079,Greene County
6680,51790000003784,Health Department Staunton-Augusta,1414 N Augusta St,Staunton,VA,24402,(800) 533-4148,https://www.vdh.virginia.gov/,-79.06749536,38.16340865,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51790,Staunton City
6681,51141000009461,Health Department Patrick County,106 Rucker Street,Stuart,VA,24171,(800) 533-4148,https://www.vdh.virginia.gov/,-80.27150294,36.64236463,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51141,Patrick County
6682,51800000031028,Health Department Suffolk,135 Hall Avenue,Suffolk,VA,23434,(800) 533-4148,https://www.vdh.virginia.gov/,-76.58026947,36.72652687,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51800,Suffolk City
6683,51181000004170,Health Department Surry County,474 Colonial Trail W,Surry,VA,23883,(800) 533-4148,https://www.vdh.virginia.gov/,-76.85064598,37.12517997,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51181,Surry County
6684,51183000000843,Health Department Sussex County,20103 Princeton Rd,Sussex,VA,23884,(800) 533-4148,https://www.vdh.virginia.gov/,-77.28176329,36.91413796,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51183,Sussex County
6685,51057000007258,Health Department Essex County,423 N Church Lane,Tappahannock,VA,22560,(800) 533-4148,https://www.vdh.virginia.gov/,-76.8629173,37.93244357,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51057,Essex County
6686,51185000021870,Health Department Tazewell County,253 Chamber Drive,Tazewell,VA,24651,(800) 533-4148,https://www.vdh.virginia.gov/,-81.52839224,37.12599426,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51185,Tazewell County
6687,51161000004155,VDH WIC Vinton,227 S. Pollard Street,Vinton,VA,24179-2529,(800) 533-4148,https://www.vdh.virginia.gov/,-79.89810435,37.27928661,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51161,Roanoke County
6688,51810000122947,VDH WIC Virginia Beach Oceanfront,1091 Norfolk Ave,Virginia Beach,VA,23451-5775,(800) 533-4148,https://www.vdh.virginia.gov/,-75.99778908,36.8374448,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51810,Virginia Beach City
6689,51810000201973,Health Department Virginia Beach,4452 Corporation Lane,Virginia Beach,VA,23462,(800) 533-4148,https://www.vdh.virginia.gov/,-76.12747499,36.84735014,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51810,Virginia Beach City
6690,51810000062119,VDH WIC Virginia Beach College Park Executive Center,900 Commonwealth Place Suite 105-106,Virginia Beach,VA,23464,(800) 533-4148,https://www.vdh.virginia.gov/,-76.20427511,36.80965162,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51810,Virginia Beach City
6691,51017000001361,Health Department Bath County,51 Courthouse Hill Rd / Courthouse Square,Warm Springs,VA,24484,(800) 533-4148,https://www.vdh.virginia.gov/,-79.78966409,38.04630238,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51017,Bath County
6692,51061000017587,Health Department Fauquier County,330 Hospital Dr,Warrenton,VA,20186-3006,(800) 533-4148,https://www.vdh.virginia.gov/,-77.80914784,38.71496659,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51061,Fauquier County
6693,51159000003278,Health Department Richmond County,5591 Richmond Rd,Warsaw,VA,22572,(800) 533-4148,https://www.vdh.virginia.gov/,-76.7621144,37.95890632,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51159,Richmond County
6694,51157000003841,Health Department Rappahannock County,"338 Gay St, Suite A",Washington,VA,22747,(800) 533-4148,https://www.vdh.virginia.gov/,-78.15910916,38.712674,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51157,Rappahannock County
6695,51191000010830,Health Department Washington County,15068 Lee Hwy,Washington County,VA,24202-4263,(800) 533-4148,https://www.vdh.virginia.gov/,-82.09477339,36.64569199,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51191,Washington County
6696,51095000010803,Health Department James City County,5300 Palmer Ln,Williamsburg,VA,23188,(800) 533-4148,https://www.vdh.virginia.gov/,-76.73383676,37.28550296,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51095,James City County
6697,51840000010301,Health Department Frederick-Winchester,10 Baker Street,Winchester,VA,22601,(800) 533-4148,https://www.vdh.virginia.gov/,-78.16339729,39.18805151,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51840,Winchester City
6698,51840000008654,Health Department Frederick-Winchester Environmental Health,107 N Kent St,Winchester,VA,22601,(800) 533-4148,https://www.vdh.virginia.gov/,-78.16280022,39.1842442,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51840,Winchester City
6699,51195000007710,Health Department Wise County,134 Roberts Ave Sw,Wise,VA,24293-5800,(800) 533-4148,https://www.vdh.virginia.gov/,-82.59027722,36.98286053,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51195,Wise County
6700,51153000141262,Health Department Prince William Woodbridge,4001 Prince William Parkway,Woodbridge,VA,22192,(800) 533-4148,https://www.vdh.virginia.gov/,-77.33171693,38.66528077,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51153,Prince William County
6701,51171000011871,Health Department Shenandoah County,494 N. Main Street,Woodstock,VA,22664,(800) 533-4148,https://www.vdh.virginia.gov/,-78.49913739,38.88752185,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51171,Shenandoah County
6702,51197000016613,Health Department Wythe County,290 S Sixth St,Wytheville,VA,24382,(800) 533-4148,https://www.vdh.virginia.gov/,-81.08446772,36.94687707,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51197,Wythe County
6703,51109000012789,Health Department Louisa County Environmental,1 Woolfolk Avenue,Louisa,VA,23093,(800) 533-4148,https://www.vdh.virginia.gov/,-78.00217102,38.02213002,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51109,Louisa County
6704,51790000007598,VDH Office of Emergency Medical Services OEMS Staunton,2312 W Beverly St,Staunton,VA,24401,(800) 533-4148,https://www.vdh.virginia.gov/,-79.10394062,38.15433977,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51790,Staunton City
6705,51033000000010,VDH To CVHS Community Services Center,17202 Richmond Tpke,Milford,VA,22514-2211,(800) 533-4148,https://www.vdh.virginia.gov/,-77.34083173,38.02432199,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51033,Caroline County
6706,51540000000373,VDH Misc Use Dental Clinic Charlottesville,1138 Rose Hill Dr,Charlottesville,VA,22906,(800) 533-4148,https://www.vdh.virginia.gov/,-78.48322155,38.04282635,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51540,Charlottesville City
6707,51770000035826,VDOT Roanoke Systems Furniture,2002 Centre Avenue Nw,Roanoke,VA,24017,(800)367-7623,https://www.vdot.virginia.gov/,-79.97107583,37.28191289,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51770,Roanoke City
6708,51051000009636,VDOT Chem Storage Clintwood,895 Red Onion Prison Rd,Clintwood,VA,24228,(800)367-7623,https://www.vdot.virginia.gov/,-82.5330854,37.12933419,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51051,Dickenson County
6709,51041000167278,VDOT District Complex Richmond Csx Enroachment 1,2430 Pine Forest Dr,Colonial Heights,VA,23834,(800)367-7623,https://www.vdot.virginia.gov/,-77.40494096,37.29102686,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51041,Chesterfield County
6710,51041000167278,VDOT District Complex Richmond Csx Encroachment 2,2430 Pine Forest Dr,Colonial Heights,VA,23834,(800)367-7623,https://www.vdot.virginia.gov/,-77.40494096,37.29102686,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51041,Chesterfield County
6711,51085000004820,VDOT Misc Aecom Cro Ashland Residency Site (IL),523 N Washington Hwy,Ashland,VA,23005,(800)367-7623,https://www.vdot.virginia.gov/,-77.47026316,37.76678026,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51085,Hanover County
6712,51041000167278,VDOT Misc Verizon Wireless Joint Ops Ctr Richmond (IL),2430 Pine Forest Dr,Colonial Heights,VA,23834,(800)367-7623,https://www.vdot.virginia.gov/,-77.40494096,37.29102686,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51041,Chesterfield County
6713,51013000003913,VDOT Misc AHQ Comcast Columbia Pike Ahq (IL),1426 Columbia Pike,Arlington,VA,22204,(800)367-7623,https://www.vdot.virginia.gov/,-77.06871096,38.86693441,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51013,Arlington County
6714,51775000001333,VDOT Misc To DEQ Salem District Complex (IL),731 Harrison Ave,Salem,VA,24153,(800)367-7623,https://www.vdot.virginia.gov/,-80.04489849,37.30033894,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51775,Salem City
6715,51025000005451,VDOT Area Headquarters Old Alberta,8518 Boydton Plank Road,Alberta,VA,23821,(800)367-7623,https://www.vdot.virginia.gov/,-77.90512774,36.84378321,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51025,Brunswick County
6716,51149000004772,VDOT Misc AHQ Carson Lbatic Prince George Co (IL),2201 Courtland Rd,Petersburg,VA,23805,(800)367-7623,https://www.vdot.virginia.gov/,-77.36408506,37.08348658,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51149,Prince George County
6717,51041000167278,VDOT Misc At And T Pine Forest (IL),2430 Pine Forest Dr,Colonial Heights,VA,23834,(800)367-7623,https://www.vdot.virginia.gov/,-77.40494096,37.29102686,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51041,Chesterfield County
6718,51153000030135,VDOT Misc PWCSA Service Water Line Manassas (IL),8011 Mason King Ct,Manassas,VA,20109,(800)367-7623,https://www.vdot.virginia.gov/,-77.53731228,38.78683623,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51153,Prince William County
6719,51013000003913,VDOT Misc USA Hwy Admin Temp Storage Arlington (IL),1426 Columbia Pike,Arlington,VA,22204,(800)367-7623,https://www.vdot.virginia.gov/,-77.06871096,38.86693441,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51013,Arlington County
6720,51015000009538,VDOT Misc Temp Construction Access VDOT Row (IL),194 Laurel Hill Rd,Verona,VA,24482,(800)367-7623,https://www.vdot.virginia.gov/,-79.00224233,38.19762474,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51015,Augusta County
6721,51760000016127,VDOT Misc Verizon Master Agreement Circuit Upgrade (IL),1221 E Broad St,Richmond,VA,23219,(800)367-7623,https://www.vdot.virginia.gov/,-77.43056033,37.53843366,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51760,Richmond City
6722,51650000066847,VDOT Misc AHQ Pine Chapel Ahq License Va Natural Gas (IL),150 E St,Hampton,VA,23666,(800)367-7623,https://www.vdot.virginia.gov/,-76.40639305,37.00798692,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-VDOT,51650,Hampton City
6723,51191000015554,VDOT Area Headquarters Abingdon,14381 Enterprise Rd,Abingdon,VA,24210,(800)367-7623,https://www.vdot.virginia.gov/,-81.89846435,36.7430466,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51191,Washington County
6724,51191000027902,VDOT Survey Crews Abingdon,700 E Main St,Abingdon,VA,24212,(800)367-7623,https://www.vdot.virginia.gov/,-81.95475174,36.71690196,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51191,Washington County
6725,51001000002770,VDOT Residency Complex Accomack,23096 Courthouse Ave,Accomac,VA,23301,(800)367-7623,https://www.vdot.virginia.gov/,-75.67302585,37.725591,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51001,Accomack County
6726,51770000051258,VDOT Area Headquarters Airport Roanoke,4330 Thirlane Rd Nw,Roanoke,VA,24019-3027,(800)367-7623,https://www.vdot.virginia.gov/,-79.98576733,37.32496526,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51770,Roanoke City
6727,51007000003787,VDOT Area Headquarters Amelia and Shop,16101 Goodes Bridge Rd,Amelia,VA,23002-0185,(800)367-7623,https://www.vdot.virginia.gov/,-77.97470043,37.34744263,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51007,Amelia County
6728,51009000013771,VDOT Area Headquarters Amherst,590 Union Hill Rd,Amherst,VA,24521-0190,(800)367-7623,https://www.vdot.virginia.gov/,-79.03517034,37.56774218,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51009,Amherst County
6729,51157000006227,VDOT Storage Area Amissville,3 Weaver Rd,Amissville,VA,20106,(800)367-7623,https://www.vdot.virginia.gov/,-77.97890388,38.67251833,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51157,Rappahannock County
6730,51029000004011,VDOT Area Headquarters Andersonville,6398 Andersonville Rd,Dillwyn,VA,23936-0010,(800)367-7623,https://www.vdot.virginia.gov/,-78.54871915,37.47833225,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51029,Buckingham County
6731,51011000006388,VDOT Residency Complex Appomattox,331/1008 Ferguson St,Appomattox,VA,24522,(800)367-7623,https://www.vdot.virginia.gov/,-78.83528025,37.35786208,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51011,Appomattox County
6732,51107000013132,VDOT Area Headquarters Arcola,41880 John Mosby Hwy,Arcola,VA,20107,(800)367-7623,https://www.vdot.virginia.gov/,-77.55390514,38.94397516,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51107,Loudoun County
6733,51013000041112,VDOT Area Headquarters Arlington County,2701 N Westmoreland St,Arlington,VA,22213,(800)367-7623,https://www.vdot.virginia.gov/,-77.16599206,38.89015821,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51013,Arlington County
6734,51085000004820,VDOT Residency Complex Ashland,523 N Washington Hwy,Ashland,VA,23005-0191,(800)367-7623,https://www.vdot.virginia.gov/,-77.47026316,37.76678026,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-VDOT,51085,Hanover County
